sno,route_id,stop_id,stop_name
36,8LTD,37,Mandvi Post Office
37,8LTD,38,Zakeria Masjid
38,8LTD,39,Chakala Market
39,8LTD,40,Mahatma Phule Market (Crawford Market)
40,8LTD,41,Chhatrapati Shivaji Maharaj Terminus
41,8LTD,42,Khadi Bhandar
42,8LTD,43,Hutatma Chowk / Siddharth College

sno,route_id,stop_id,stop_name
0,25LTD,1,Vihar Lake
1,25LTD,2,Ramada Hotel (Powai)
2,25LTD,3,Nitie
3,25LTD,4,Morarji Nagar
4,25LTD,5,P.W.D.Office
5,25LTD,6,Dr.Ambedkar Udyan (Powai)
6,25LTD,7,L&T Gate No.6
7,25LTD,8,Tunga Village
8,25LTD,9,ESIS Local Office
9,25LTD,10,John Baker
10,25LTD,11,Chandivali Junction
11,25LTD,12,Marwah Road Junction
12,25LTD,13,State Bank
13,25LTD,14,Dr. Datta Samant Chowk / Saki Naka
14,25LTD,15,Vijay Printing Press
15,25LTD,16,Safed Pool
16,25LTD,17,Jari Mari
17,25LTD,18,Bail Bazar (Kurla W)
18,25LTD,19,Kamani
19,25LTD,20,Sheetal Cinema Kurla (W)
20,25LTD,21,Old Agra Road Kurla (W)
21,25LTD,22,Kurla Depot
22,25LTD,23,Anjanabai Magar Chowk / Late Sainik Ramchandra Dhondu Surve Chowk
23,25LTD,24,Gol Building (Kurla W)
24,25LTD,25,Kurla Post Office
25,25LTD,26,Rajmata Ahilyabai Holkar Udyan / Kurla Lions Udyan
26,25LTD,27,Kurla Level Crossing
27,25LTD,28,Maharashtra Nature Park / PMGP Colony
28,25LTD,29,Dharavi Depot
29,25LTD,30,Dharavi Koliwada
30,25LTD,31,Dharavi T Junction / Tapase Chowk
31,25LTD,32,Dharavi Flyover / Mahim Flyover
32,25LTD,33,Mahim Phatak
33,25LTD,34,Shahu Nagar (Dharavi)
34,25LTD,35,Matunga Labour Camp
35,25LTD,36,Kumbharwada (Dharavi)
36,25LTD,37,Tilak Hospital
37,25LTD,38,Gandhi Market Matunga
38,25LTD,39,Maheshwari Udyan (Kings Circle)
39,25LTD,40,Maheshwari Udyan
40,25LTD,41,Kapole Niwas / J.N. Verma Chowk
41,25LTD,42,Khodadad Circle (Dadar T.T.)
42,25LTD,43,Sharda Cinema
43,25LTD,44,Dadasaheb Sarfare Chowk
44,25LTD,45,Spring Mill
45,25LTD,46,Naigaon Police Colony
46,25LTD,47,Bhoiwada / Mane Master Chowk
47,25LTD,48,Tata Hospital (Bhoiwada)
48,25LTD,49,Wadia Maternity Hospital
49,25LTD,50,Haffkine Institute
50,25LTD,51,Parel Village / Sant Gora Kumbhar Chowk
51,25LTD,52,Sewree Naka
52,25LTD,53,Prabodhankar Thackeray Udyan Bus Station (Sewree)

sno,route_id,stop_id,stop_name
0,22LTD,1,Vijay Vallabh Chowk (Pydhonie)
1,22LTD,2,Johar Chowk (Bhendi Bazar)
2,22LTD,3,Dr. M. Iqbal Chowk (J.J. Hospital)
3,22LTD,4,AH Ansari Chowk (New Nagpada)
4,22LTD,5,Byculla Railway Station (E)
5,22LTD,6,Jijamata Udyan
6,22LTD,7,Jaihind Cinema
7,22LTD,8,Sant Jagnade Chowk (Lalbaug)
8,22LTD,9,Madkebuwa Chowk (Parel)
9,22LTD,10,Hindmata Cinema (Dadar)
10,22LTD,11,Khodadad Circle (Dadar T.T.)
11,22LTD,12,Kapole Niwas / J.N. Varma Chowk
12,22LTD,13,Maheshwari Udyan (Kings Circle)
13,22LTD,14,Gandhi Market Matunga
14,22LTD,15,Tilak Hospital
15,22LTD,16,Kumbharwada (Dharavi)
16,22LTD,17,Matunga Labour Camp
17,22LTD,18,Shahu Nagar (Dharavi)
18,22LTD,19,Mahim Phatak
19,22LTD,20,Dharavi Flyover / Mahim Flyover
20,22LTD,21,Dharavi T Junction / Tapase Chowk
21,22LTD,22,Dharavi Koliwada
22,22LTD,23,Dharavi Depot
23,22LTD,24,Maharashtra Nature Park / PMGP Colony
24,22LTD,25,Kurla Level Crossing
25,22LTD,26,Chunabhatti Phatak
26,22LTD,27,Rajmata Ahilyabai Holkar Udyan / Kurla Lions Udyan
27,22LTD,28,Kurla Post Office
28,22LTD,29,Gol Building (Kurla W)
29,22LTD,30,Anjanabai Magar Chowk / Late Sainik Ramchandra Dhondu Surve Chowk
30,22LTD,31,Kurla Depot
31,22LTD,32,Old Agra Road Kurla (W)
32,22LTD,33,Sheetal Cinema Kurla (W)
33,22LTD,34,Kamani
34,22LTD,35,Bail Bazar (Kurla W)
35,22LTD,36,Jari Mari
36,22LTD,37,Safed Pool
37,22LTD,38,Vijay Printing Press
38,22LTD,39,Saki Naka / Dr. Datta Samant Chowk
39,22LTD,40,Mittal Estate
40,22LTD,41,Marol Naka
41,22LTD,42,Marol Village
42,22LTD,43,State Bank Of India Marol
43,22LTD,44,Marol Maroshi Bus Station

sno,route_id,stop_id,stop_name
0,28,1,J.V.P.D.Bus Station
1,28,2,Saurashtra Society
2,28,3,Sukhmani Housing Society
3,28,4,Bharatiya Arogya Nidhi Hospital
4,28,5,Juhu Bus Station
5,28,6,Juhu Bus Station
6,28,7,Juhu Hotel
